fips,name,State,State Code,Region,Division,msa,type_bea20
2324,45017,Calhoun County,South Carolina,SC,South,South Atlantic,"Columbia, SC ",Metro
2325,45019,Charleston County,South Carolina,SC,South,South Atlantic,"Charleston-North Charleston, SC ",Metro
2326,45021,Cherokee County,South Carolina,SC,South,South Atlantic,"Gaffney, SC ",Micro
2327,45023,Chester County,South Carolina,SC,South,South Atlantic,"Charlotte-Concord-Gastonia, NC-SC ",Metro
2328,45025,Chesterfield County,South Carolina,SC,South,South Atlantic,,Rural
2329,45027,Clarendon County,South Carolina,SC,South,South Atlantic,"Sumter, SC ",Metro
2330,45029,Colleton County,South Carolina,SC,South,South Atlantic,,Rural
2331,45031,Darlington County,South Carolina,SC,South,South Atlantic,"Florence, SC ",Metro
2332,45033,Dillon County,South Carolina,SC,South,South Atlantic,,Rural
2333,45035,Dorchester County,South Carolina,SC,South,South Atlantic,"Charleston-North Charleston, SC ",Metro
2334,45037,Edgefield County,South Carolina,SC,South,South Atlantic,"Augusta-Richmond County, GA-SC ",Metro
2335,45039,Fairfield County,South Carolina,SC,South,South Atlantic,"Columbia, SC ",Metro
2336,45041,Florence County,South Carolina,SC,South,South Atlantic,"Florence, SC ",Metro
2337,45043,Georgetown County,South Carolina,SC,South,South Atlantic,"Georgetown, SC ",Micro
2338,45045,Greenville County,South Carolina,SC,South,South Atlantic,"Greenville-Anderson, SC ",Metro
2339,45047,Greenwood County,South Carolina,SC,South,South Atlantic,"Greenwood, SC ",Micro
2340,45049,Hampton County,South Carolina,SC,South,South Atlantic,,Rural
2341,45051,Horry County,South Carolina,SC,South,South Atlantic,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC ",Metro
2342,45053,Jasper County,South Carolina,SC,South,South Atlantic,"Hilton Head Island-Bluffton, SC ",Metro
2343,45055,Kershaw County,South Carolina,SC,South,South Atlantic,"Columbia, SC ",Metro
2344,45057,Lancaster County,South Carolina,SC,South,South Atlantic,"Charlotte-Concord-Gastonia, NC-SC ",Metro
2345,45059,Laurens County,South Carolina,SC,South,South Atlantic,"Greenville-Anderson, SC ",Metro
2346,45061,Lee County,South Carolina,SC,South,South Atlantic,,Rural
2347,45063,Lexington County,South Carolina,SC,South,South Atlantic,"Columbia, SC ",Metro
2348,45065,McCormick County,South Carolina,SC,South,South Atlantic,,Rural
2349,45067,Marion County,South Carolina,SC,South,South Atlantic,,Rural
2350,45069,Marlboro County,South Carolina,SC,South,South Atlantic,"Bennettsville, SC ",Micro
2351,45071,Newberry County,South Carolina,SC,South,South Atlantic,"Newberry, SC ",Micro
2352,45073,Oconee County,South Carolina,SC,South,South Atlantic,"Seneca, SC ",Micro
2353,45075,Orangeburg County,South Carolina,SC,South,South Atlantic,"Orangeburg, SC ",Micro
2354,45077,Pickens County,South Carolina,SC,South,South Atlantic,"Greenville-Anderson, SC ",Metro
2355,45079,Richland County,South Carolina,SC,South,South Atlantic,"Columbia, SC ",Metro
2356,45081,Saluda County,South Carolina,SC,South,South Atlantic,"Columbia, SC ",Metro
2357,45083,Spartanburg County,South Carolina,SC,South,South Atlantic,"Spartanburg, SC ",Metro
2358,45085,Sumter County,South Carolina,SC,South,South Atlantic,"Sumter, SC ",Metro
2359,45087,Union County,South Carolina,SC,South,South Atlantic,"Union, SC ",Micro
2360,45089,Williamsburg County,South Carolina,SC,South,South Atlantic,,Rural
2361,45091,York County,South Carolina,SC,South,South Atlantic,"Charlotte-Concord-Gastonia, NC-SC ",Metro
2362,46003,Aurora County,South Dakota,SD,Midwest,West North Central,,Rural
2363,46005,Beadle County,South Dakota,SD,Midwest,West North Central,"Huron, SD ",Micro
2364,46007,Bennett County,South Dakota,SD,Midwest,West North Central,,Rural
2365,46009,Bon Homme County,South Dakota,SD,Midwest,West North Central,,Rural
2366,46011,Brookings County,South Dakota,SD,Midwest,West North Central,"Brookings, SD ",Micro
2367,46013,Brown County,South Dakota,SD,Midwest,West North Central,"Aberdeen, SD ",Micro
2368,46015,Brule County,South Dakota,SD,Midwest,West North Central,,Rural
2369,46017,Buffalo County,South Dakota,SD,Midwest,West North Central,,Rural
2370,46019,Butte County,South Dakota,SD,Midwest,West North Central,,Rural
2371,46021,Campbell County,South Dakota,SD,Midwest,West North Central,,Rural
2372,46023,Charles Mix County,South Dakota,SD,Midwest,West North Central,,Rural
2373,46025,Clark County,South Dakota,SD,Midwest,West North Central,,Rural
2374,46027,Clay County,South Dakota,SD,Midwest,West North Central,"Vermillion, SD ",Micro
2375,46029,Codington County,South Dakota,SD,Midwest,West North Central,"Watertown, SD ",Micro
2376,46031,Corson County,South Dakota,SD,Midwest,West North Central,,Rural
2377,46033,Custer County,South Dakota,SD,Midwest,West North Central,,Rural
2378,46035,Davison County,South Dakota,SD,Midwest,West North Central,"Mitchell, SD ",Micro
2379,46037,Day County,South Dakota,SD,Midwest,West North Central,,Rural
2380,46039,Deuel County,South Dakota,SD,Midwest,West North Central,,Rural
2381,46041,Dewey County,South Dakota,SD,Midwest,West North Central,,Rural
2382,46043,Douglas County,South Dakota,SD,Midwest,West North Central,,Rural
2383,46045,Edmunds County,South Dakota,SD,Midwest,West North Central,"Aberdeen, SD ",Micro
2384,46047,Fall River County,South Dakota,SD,Midwest,West North Central,,Rural
2385,46049,Faulk County,South Dakota,SD,Midwest,West North Central,,Rural
2386,46051,Grant County,South Dakota,SD,Midwest,West North Central,,Rural
2387,46053,Gregory County,South Dakota,SD,Midwest,West North Central,,Rural
2388,46055,Haakon County,South Dakota,SD,Midwest,West North Central,,Rural
2389,46057,Hamlin County,South Dakota,SD,Midwest,West North Central,"Watertown, SD ",Micro
2390,46059,Hand County,South Dakota,SD,Midwest,West North Central,,Rural
2391,46061,Hanson County,South Dakota,SD,Midwest,West North Central,"Mitchell, SD ",Micro
2392,46063,Harding County,South Dakota,SD,Midwest,West North Central,,Rural
2393,46065,Hughes County,South Dakota,SD,Midwest,West North Central,"Pierre, SD ",Micro
2394,46067,Hutchinson County,South Dakota,SD,Midwest,West North Central,,Rural
2395,46069,Hyde County,South Dakota,SD,Midwest,West North Central,,Rural
2396,46071,Jackson County,South Dakota,SD,Midwest,West North Central,,Rural
2397,46073,Jerauld County,South Dakota,SD,Midwest,West North Central,"Huron, SD ",Micro
2398,46075,Jones County,South Dakota,SD,Midwest,West North Central,,Rural
2399,46077,Kingsbury County,South Dakota,SD,Midwest,West North Central,,Rural
2400,46079,Lake County,South Dakota,SD,Midwest,West North Central,,Rural
2401,46081,Lawrence County,South Dakota,SD,Midwest,West North Central,"Spearfish, SD ",Micro
2402,46083,Lincoln County,South Dakota,SD,Midwest,West North Central,"Sioux Falls, SD ",Metro
2403,46085,Lyman County,South Dakota,SD,Midwest,West North Central,,Rural
2404,46087,McCook County,South Dakota,SD,Midwest,West North Central,"Sioux Falls, SD ",Metro
2405,46089,McPherson County,South Dakota,SD,Midwest,West North Central,,Rural
2406,46091,Marshall County,South Dakota,SD,Midwest,West North Central,,Rural
2407,46093,Meade County,South Dakota,SD,Midwest,West North Central,"Rapid City, SD ",Metro
2408,46095,Mellette County,South Dakota,SD,Midwest,West North Central,,Rural
2409,46097,Miner County,South Dakota,SD,Midwest,West North Central,,Rural
2410,46099,Minnehaha County,South Dakota,SD,Midwest,West North Central,"Sioux Falls, SD ",Metro
2411,46101,Moody County,South Dakota,SD,Midwest,West North Central,,Rural
2412,46103,Pennington County,South Dakota,SD,Midwest,West North Central,"Rapid City, SD ",Metro
2413,46105,Perkins County,South Dakota,SD,Midwest,West North Central,,Rural
2414,46107,Potter County,South Dakota,SD,Midwest,West North Central,,Rural
2415,46109,Roberts County,South Dakota,SD,Midwest,West North Central,,Rural
2416,46111,Sanborn County,South Dakota,SD,Midwest,West North Central,,Rural
2417,46113,Shannon County,South Dakota,SD,Midwest,West North Central,,Rural
2418,46115,Spink County,South Dakota,SD,Midwest,West North Central,,Rural
2419,46117,Stanley County,South Dakota,SD,Midwest,West North Central,"Pierre, SD ",Micro
2420,46119,Sully County,South Dakota,SD,Midwest,West North Central,,Rural
2421,46121,Todd County,South Dakota,SD,Midwest,West North Central,,Rural
2422,46123,Tripp County,South Dakota,SD,Midwest,West North Central,,Rural
2423,46125,Turner County,South Dakota,SD,Midwest,West North Central,"Sioux Falls, SD ",Metro
2424,46127,Union County,South Dakota,SD,Midwest,West North Central,"Sioux City, IA-NE-SD ",Metro
2425,46129,Walworth County,South Dakota,SD,Midwest,West North Central,,Rural
2426,46135,Yankton County,South Dakota,SD,Midwest,West North Central,"Yankton, SD ",Micro
2427,46137,Ziebach County,South Dakota,SD,Midwest,West North Central,,Rural
2428,47001,Anderson County,Tennessee,TN,South,East South Central,"Knoxville, TN ",Metro
2429,47003,Bedford County,Tennessee,TN,South,East South Central,"Shelbyville, TN ",Micro
2430,47005,Benton County,Tennessee,TN,South,East South Central,,Rural
2431,47007,Bledsoe County,Tennessee,TN,South,East South Central,,Rural
2432,47009,Blount County,Tennessee,TN,South,East South Central,"Knoxville, TN ",Metro
2433,47011,Bradley County,Tennessee,TN,South,East South Central,"Cleveland, TN ",Metro
2434,47013,Campbell County,Tennessee,TN,South,East South Central,"Knoxville, TN ",Metro
2435,47015,Cannon County,Tennessee,TN,South,East South Central,"Nashville-Davidson--Murfreesboro--Franklin, TN ",Metro
2436,47017,Carroll County,Tennessee,TN,South,East South Central,,Rural
2437,47019,Carter County,Tennessee,TN,South,East South Central,"Johnson City, TN ",Metro
2438,47021,Cheatham County,Tennessee,TN,South,East South Central,"Nashville-Davidson--Murfreesboro--Franklin, TN ",Metro
2439,47023,Chester County,Tennessee,TN,South,East South Central,"Jackson, TN ",Metro
2440,47025,Claiborne County,Tennessee,TN,South,East South Central,,Rural
2441,47027,Clay County,Tennessee,TN,South,East South Central,,Rural
2442,47029,Cocke County,Tennessee,TN,South,East South Central,"Newport, TN ",Micro
2443,47031,Coffee County,Tennessee,TN,South,East South Central,"Tullahoma-Manchester, TN ",Micro
2444,47033,Crockett County,Tennessee,TN,South,East South Central,"Jackson, TN ",Metro
2445,47035,Cumberland County,Tennessee,TN,South,East South Central,"Crossville, TN ",Micro
2446,47037,Davidson County,Tennessee,TN,South,East South Central,"Nashville-Davidson--Murfreesboro--Franklin, TN ",Metro
2447,47039,Decatur County,Tennessee,TN,South,East South Central,,Rural
2448,47041,DeKalb County,Tennessee,TN,South,East South Central,,Rural
2449,47043,Dickson County,Tennessee,TN,South,East South Central,"Nashville-Davidson--Murfreesboro--Franklin, TN ",Metro
2450,47045,Dyer County,Tennessee,TN,South,East South Central,"Dyersburg, TN ",Micro
2451,47047,Fayette County,Tennessee,TN,South,East South Central,"Memphis, TN-MS-AR ",Metro
2452,47049,Fentress County,Tennessee,TN,South,East South Central,,Rural
2453,47051,Franklin County,Tennessee,TN,South,East South Central,"Tullahoma-Manchester, TN ",Micro
2454,47053,Gibson County,Tennessee,TN,South,East South Central,"Jackson, TN ",Metro
2455,47055,Giles County,Tennessee,TN,South,East South Central,,Rural
2456,47057,Grainger County,Tennessee,TN,South,East South Central,"Morristown, TN ",Metro
2457,47059,Greene County,Tennessee,TN,South,East South Central,"Greeneville, TN ",Micro
2458,47061,Grundy County,Tennessee,TN,South,East South Central,,Rural
2459,47063,Hamblen County,Tennessee,TN,South,East South Central,"Morristown, TN ",Metro
2460,47065,Hamilton County,Tennessee,TN,South,East South Central,"Chattanooga, TN-GA ",Metro
2461,47067,Hancock County,Tennessee,TN,South,East South Central,,Rural
2462,47069,Hardeman County,Tennessee,TN,South,East South Central,,Rural
2463,47071,Hardin County,Tennessee,TN,South,East South Central,,Rural
2464,47073,Hawkins County,Tennessee,TN,South,East South Central,"Kingsport-Bristol, TN-VA ",Metro
2465,47075,Haywood County,Tennessee,TN,South,East South Central,"Brownsville, TN ",Micro
2466,47077,Henderson County,Tennessee,TN,South,East South Central,,Rural
2467,47079,Henry County,Tennessee,TN,South,East South Central,"Paris, TN ",Micro
2468,47081,Hickman County,Tennessee,TN,South,East South Central,,Rural
2469,47083,Houston County,Tennessee,TN,South,East South Central,,Rural
2470,47085,Humphreys County,Tennessee,TN,South,East South Central,,Rural
2471,47087,Jackson County,Tennessee,TN,South,East South Central,"Cookeville, TN ",Micro
2472,47089,Jefferson County,Tennessee,TN,South,East South Central,"Morristown, TN ",Metro
2473,47091,Johnson County,Tennessee,TN,South,East South Central,,Rural
2474,47093,Knox County,Tennessee,TN,South,East South Central,"Knoxville, TN ",Metro
2475,47095,Lake County,Tennessee,TN,South,East South Central,,Rural
2476,47097,Lauderdale County,Tennessee,TN,South,East South Central,,Rural
2477,47099,Lawrence County,Tennessee,TN,South,East South Central,"Lawrenceburg, TN ",Micro
2478,47101,Lewis County,Tennessee,TN,South,East South Central,,Rural
2479,47103,Lincoln County,Tennessee,TN,South,East South Central,,Rural
2480,47105,Loudon County,Tennessee,TN,South,East South Central,"Knoxville, TN ",Metro
2481,47107,McMinn County,Tennessee,TN,South,East South Central,"Athens, TN ",Micro
2482,47109,McNairy County,Tennessee,TN,South,East South Central,,Rural
2483,47111,Macon County,Tennessee,TN,South,East South Central,"Nashville-Davidson--Murfreesboro--Franklin, TN ",Metro
2484,47113,Madison County,Tennessee,TN,South,East South Central,"Jackson, TN ",Metro
2485,47115,Marion County,Tennessee,TN,South,East South Central,"Chattanooga, TN-GA ",Metro
2486,47117,Marshall County,Tennessee,TN,South,East South Central,"Lewisburg, TN ",Micro
2487,47119,Maury County,Tennessee,TN,South,East South Central,"Nashville-Davidson--Murfreesboro--Franklin, TN ",Metro
2488,47121,Meigs County,Tennessee,TN,South,East South Central,,Rural
2489,47123,Monroe County,Tennessee,TN,South,East South Central,,Rural
2490,47125,Montgomery County,Tennessee,TN,South,East South Central,"Clarksville, TN-KY ",Metro
2491,47127,Moore County,Tennessee,TN,South,East South Central,"Tullahoma-Manchester, TN ",Micro
2492,47129,Morgan County,Tennessee,TN,South,East South Central,"Knoxville, TN ",Metro
2493,47131,Obion County,Tennessee,TN,South,East South Central,"Union City, TN ",Micro
2494,47133,Overton County,Tennessee,TN,South,East South Central,"Cookeville, TN ",Micro
2495,47135,Perry County,Tennessee,TN,South,East South Central,,Rural
2496,47137,Pickett County,Tennessee,TN,South,East South Central,,Rural
2497,47139,Polk County,Tennessee,TN,South,East South Central,"Cleveland, TN ",Metro
2498,47141,Putnam County,Tennessee,TN,South,East South Central,"Cookeville, TN ",Micro
2499,47143,Rhea County,Tennessee,TN,South,East South Central,"Dayton, TN ",Micro
2500,47145,Roane County,Tennessee,TN,South,East South Central,"Knoxville, TN ",Metro
2501,47147,Robertson County,Tennessee,TN,South,East South Central,"Nashville-Davidson--Murfreesboro--Franklin, TN ",Metro
2502,47149,Rutherford County,Tennessee,TN,South,East South Central,"Nashville-Davidson--Murfreesboro--Franklin, TN ",Metro
2503,47151,Scott County,Tennessee,TN,South,East South Central,,Rural
2504,47153,Sequatchie County,Tennessee,TN,South,East South Central,"Chattanooga, TN-GA ",Metro
2505,47155,Sevier County,Tennessee,TN,South,East South Central,"Sevierville, TN ",Micro
2506,47157,Shelby County,Tennessee,TN,South,East South Central,"Memphis, TN-MS-AR ",Metro
2507,47159,Smith County,Tennessee,TN,South,East South Central,"Nashville-Davidson--Murfreesboro--Franklin, TN ",Metro
2508,47161,Stewart County,Tennessee,TN,South,East South Central,"Clarksville, TN-KY ",Metro
2509,47163,Sullivan County,Tennessee,TN,South,East South Central,"Kingsport-Bristol, TN-VA ",Metro
2510,47165,Sumner County,Tennessee,TN,South,East South Central,"Nashville-Davidson--Murfreesboro--Franklin, TN ",Metro
2511,47167,Tipton County,Tennessee,TN,South,East South Central,"Memphis, TN-MS-AR ",Metro
2512,47169,Trousdale County,Tennessee,TN,South,East South Central,"Nashville-Davidson--Murfreesboro--Franklin, TN ",Metro
2513,47171,Unicoi County,Tennessee,TN,South,East South Central,"Johnson City, TN ",Metro
2514,47173,Union County,Tennessee,TN,South,East South Central,"Knoxville, TN ",Metro
2515,47175,Van Buren County,Tennessee,TN,South,East South Central,,Rural
2516,47177,Warren County,Tennessee,TN,South,East South Central,"McMinnville, TN ",Micro
2517,47179,Washington County,Tennessee,TN,South,East South Central,"Johnson City, TN ",Metro
2518,47181,Wayne County,Tennessee,TN,South,East South Central,,Rural
2519,47183,Weakley County,Tennessee,TN,South,East South Central,"Martin, TN ",Micro
2520,47185,White County,Tennessee,TN,South,East South Central,,Rural
2521,47187,Williamson County,Tennessee,TN,South,East South Central,"Nashville-Davidson--Murfreesboro--Franklin, TN ",Metro
2522,47189,Wilson County,Tennessee,TN,South,East South Central,"Nashville-Davidson--Murfreesboro--Franklin, TN ",Metro
2523,48001,Anderson County,Texas,TX,South,West South Central,"Palestine, TX ",Micro
2524,48003,Andrews County,Texas,TX,South,West South Central,"Andrews, TX ",Micro
2525,48005,Angelina County,Texas,TX,South,West South Central,"Lufkin, TX ",Micro
2526,48007,Aransas County,Texas,TX,South,West South Central,"Rockport, TX ",Micro
2527,48009,Archer County,Texas,TX,South,West South Central,"Wichita Falls, TX ",Metro
2528,48011,Armstrong County,Texas,TX,South,West South Central,"Amarillo, TX ",Metro
2529,48013,Atascosa County,Texas,TX,South,West South Central,"San Antonio-New Braunfels, TX ",Metro
2530,48015,Austin County,Texas,TX,South,West South Central,"Houston-The Woodlands-Sugar Land, TX ",Metro
2531,48017,Bailey County,Texas,TX,South,West South Central,,Rural
2532,48019,Bandera County,Texas,TX,South,West South Central,"San Antonio-New Braunfels, TX ",Metro
2533,48021,Bastrop County,Texas,TX,South,West South Central,"Austin-Round Rock-Georgetown, TX ",Metro
2534,48023,Baylor County,Texas,TX,South,West South Central,,Rural
2535,48025,Bee County,Texas,TX,South,West South Central,"Beeville, TX ",Micro
2536,48027,Bell County,Texas,TX,South,West South Central,"Killeen-Temple, TX ",Metro
2537,48029,Bexar County,Texas,TX,South,West South Central,"San Antonio-New Braunfels, TX ",Metro
2538,48031,Blanco County,Texas,TX,South,West South Central,,Rural
2539,48033,Borden County,Texas,TX,South,West South Central,,Rural
2540,48035,Bosque County,Texas,TX,South,West South Central,,Rural
2541,48037,Bowie County,Texas,TX,South,West South Central,"Texarkana, TX-AR ",Metro
2542,48039,Brazoria County,Texas,TX,South,West South Central,"Houston-The Woodlands-Sugar Land, TX ",Metro
2543,48041,Brazos County,Texas,TX,South,West South Central,"College Station-Bryan, TX ",Metro
2544,48043,Brewster County,Texas,TX,South,West South Central,,Rural
2545,48045,Briscoe County,Texas,TX,South,West South Central,,Rural
2546,48047,Brooks County,Texas,TX,South,West South Central,,Rural
2547,48049,Brown County,Texas,TX,South,West South Central,"Brownwood, TX ",Micro
2548,48051,Burleson County,Texas,TX,South,West South Central,"College Station-Bryan, TX ",Metro
2549,48053,Burnet County,Texas,TX,South,West South Central,,Rural
2550,48055,Caldwell County,Texas,TX,South,West South Central,"Austin-Round Rock-Georgetown, TX ",Metro
2551,48057,Calhoun County,Texas,TX,South,West South Central,"Port Lavaca, TX ",Micro
2552,48059,Callahan County,Texas,TX,South,West South Central,"Abilene, TX ",Metro
2553,48061,Cameron County,Texas,TX,South,West South Central,"Brownsville-Harlingen, TX ",Metro
2554,48063,Camp County,Texas,TX,South,West South Central,"Mount Pleasant, TX ",Micro
2555,48065,Carson County,Texas,TX,South,West South Central,"Amarillo, TX ",Metro
2556,48067,Cass County,Texas,TX,South,West South Central,,Rural
2557,48069,Castro County,Texas,TX,South,West South Central,,Rural
2558,48071,Chambers County,Texas,TX,South,West South Central,"Houston-The Woodlands-Sugar Land, TX ",Metro
2559,48073,Cherokee County,Texas,TX,South,West South Central,"Jacksonville, TX ",Micro
2560,48075,Childress County,Texas,TX,South,West South Central,,Rural
2561,48077,Clay County,Texas,TX,South,West South Central,"Wichita Falls, TX ",Metro
2562,48079,Cochran County,Texas,TX,South,West South Central,,Rural
2563,48081,Coke County,Texas,TX,South,West South Central,,Rural
2564,48083,Coleman County,Texas,TX,South,West South Central,,Rural
2565,48085,Collin County,Texas,TX,South,West South Central,"Dallas-Fort Worth-Arlington, TX ",Metro
2566,48087,Collingsworth County,Texas,TX,South,West South Central,,Rural
2567,48089,Colorado County,Texas,TX,South,West South Central,,Rural
2568,48091,Comal County,Texas,TX,South,West South Central,"San Antonio-New Braunfels, TX ",Metro
2569,48093,Comanche County,Texas,TX,South,West South Central,,Rural
2570,48095,Concho County,Texas,TX,South,West South Central,,Rural
2571,48097,Cooke County,Texas,TX,South,West South Central,"Gainesville, TX ",Micro
2572,48099,Coryell County,Texas,TX,South,West South Central,"Killeen-Temple, TX ",Metro
2573,48101,Cottle County,Texas,TX,South,West South Central,,Rural
2574,48103,Crane County,Texas,TX,South,West South Central,,Rural
2575,48105,Crockett County,Texas,TX,South,West South Central,,Rural
2576,48107,Crosby County,Texas,TX,South,West South Central,"Lubbock, TX ",Metro
2577,48109,Culberson County,Texas,TX,South,West South Central,,Rural
2578,48111,Dallam County,Texas,TX,South,West South Central,,Rural
2579,48113,Dallas County,Texas,TX,South,West South Central,"Dallas-Fort Worth-Arlington, TX ",Metro
2580,48115,Dawson County,Texas,TX,South,West South Central,"Lamesa, TX ",Micro
2581,48117,Deaf Smith County,Texas,TX,South,West South Central,"Hereford, TX ",Micro
2582,48119,Delta County,Texas,TX,South,West South Central,,Rural
2583,48121,Denton County,Texas,TX,South,West South Central,"Dallas-Fort Worth-Arlington, TX ",Metro
2584,48123,DeWitt County,Texas,TX,South,West South Central,,Rural
2585,48125,Dickens County,Texas,TX,South,West South Central,,Rural
2586,48127,Dimmit County,Texas,TX,South,West South Central,,Rural
2587,48129,Donley County,Texas,TX,South,West South Central,,Rural
2588,48131,Duval County,Texas,TX,South,West South Central,"Alice, TX ",Micro
2589,48133,Eastland County,Texas,TX,South,West South Central,,Rural
2590,48135,Ector County,Texas,TX,South,West South Central,"Odessa, TX ",Metro
2591,48137,Edwards County,Texas,TX,South,West South Central,,Rural
2592,48139,Ellis County,Texas,TX,South,West South Central,"Dallas-Fort Worth-Arlington, TX ",Metro
2593,48141,El Paso County,Texas,TX,South,West South Central,"El Paso, TX ",Metro
2594,48143,Erath County,Texas,TX,South,West South Central,"Stephenville, TX ",Micro
2595,48145,Falls County,Texas,TX,South,West South Central,"Waco, TX ",Metro
2596,48147,Fannin County,Texas,TX,South,West South Central,"Bonham, TX ",Micro
2597,48149,Fayette County,Texas,TX,South,West South Central,,Rural
2598,48151,Fisher County,Texas,TX,South,West South Central,,Rural
2599,48153,Floyd County,Texas,TX,South,West South Central,,Rural
2600,48155,Foard County,Texas,TX,South,West South Central,,Rural
2601,48157,Fort Bend County,Texas,TX,South,West South Central,"Houston-The Woodlands-Sugar Land, TX ",Metro
2602,48159,Franklin County,Texas,TX,South,West South Central,,Rural
2603,48161,Freestone County,Texas,TX,South,West South Central,,Rural
2604,48163,Frio County,Texas,TX,South,West South Central,"Pearsall, TX ",Micro
2605,48165,Gaines County,Texas,TX,South,West South Central,,Rural
2606,48167,Galveston County,Texas,TX,South,West South Central,"Houston-The Woodlands-Sugar Land, TX ",Metro
2607,48169,Garza County,Texas,TX,South,West South Central,,Rural
2608,48171,Gillespie County,Texas,TX,South,West South Central,"Fredericksburg, TX ",Micro
2609,48173,Glasscock County,Texas,TX,South,West South Central,,Rural
2610,48175,Goliad County,Texas,TX,South,West South Central,"Victoria, TX ",Metro
2611,48177,Gonzales County,Texas,TX,South,West South Central,,Rural
2612,48179,Gray County,Texas,TX,South,West South Central,"Pampa, TX ",Micro
2613,48181,Grayson County,Texas,TX,South,West South Central,"Sherman-Denison, TX ",Metro
2614,48183,Gregg County,Texas,TX,South,West South Central,"Longview, TX ",Metro
2615,48185,Grimes County,Texas,TX,South,West South Central,,Rural
2616,48187,Guadalupe County,Texas,TX,South,West South Central,"San Antonio-New Braunfels, TX ",Metro
2617,48189,Hale County,Texas,TX,South,West South Central,"Plainview, TX ",Micro
2618,48191,Hall County,Texas,TX,South,West South Central,,Rural
2619,48193,Hamilton County,Texas,TX,South,West South Central,,Rural
2620,48195,Hansford County,Texas,TX,South,West South Central,,Rural
2621,48197,Hardeman County,Texas,TX,South,West South Central,,Rural
2622,48199,Hardin County,Texas,TX,South,West South Central,"Beaumont-Port Arthur, TX ",Metro
2623,48201,Harris County,Texas,TX,South,West South Central,"Houston-The Woodlands-Sugar Land, TX ",Metro
2624,48203,Harrison County,Texas,TX,South,West South Central,"Longview, TX ",Metro
2625,48205,Hartley County,Texas,TX,South,West South Central,,Rural
2626,48207,Haskell County,Texas,TX,South,West South Central,,Rural
2627,48209,Hays County,Texas,TX,South,West South Central,"Austin-Round Rock-Georgetown, TX ",Metro
2628,48211,Hemphill County,Texas,TX,South,West South Central,,Rural
2629,48213,Henderson County,Texas,TX,South,West South Central,"Athens, TX ",Micro
2630,48215,Hidalgo County,Texas,TX,South,West South Central,"McAllen-Edinburg-Mission, TX ",Metro
2631,48217,Hill County,Texas,TX,South,West South Central,,Rural
2632,48219,Hockley County,Texas,TX,South,West South Central,"Levelland, TX ",Micro
2633,48221,Hood County,Texas,TX,South,West South Central,"Granbury, TX ",Micro
2634,48223,Hopkins County,Texas,TX,South,West South Central,"Sulphur Springs, TX ",Micro
2635,48225,Houston County,Texas,TX,South,West South Central,,Rural
2636,48227,Howard County,Texas,TX,South,West South Central,"Big Spring, TX ",Micro
2637,48229,Hudspeth County,Texas,TX,South,West South Central,"El Paso, TX ",Metro
2638,48231,Hunt County,Texas,TX,South,West South Central,"Dallas-Fort Worth-Arlington, TX ",Metro
2639,48233,Hutchinson County,Texas,TX,South,West South Central,"Borger, TX ",Micro
2640,48235,Irion County,Texas,TX,South,West South Central,"San Angelo, TX ",Metro
2641,48237,Jack County,Texas,TX,South,West South Central,,Rural
2642,48239,Jackson County,Texas,TX,South,West South Central,,Rural
2643,48241,Jasper County,Texas,TX,South,West South Central,,Rural
2644,48243,Jeff Davis County,Texas,TX,South,West South Central,,Rural
2645,48245,Jefferson County,Texas,TX,South,West South Central,"Beaumont-Port Arthur, TX ",Metro
2646,48247,Jim Hogg County,Texas,TX,South,West South Central,,Rural
2647,48249,Jim Wells County,Texas,TX,South,West South Central,"Alice, TX ",Micro
2648,48251,Johnson County,Texas,TX,South,West South Central,"Dallas-Fort Worth-Arlington, TX ",Metro
2649,48253,Jones County,Texas,TX,South,West South Central,"Abilene, TX ",Metro
2650,48255,Karnes County,Texas,TX,South,West South Central,,Rural
2651,48257,Kaufman County,Texas,TX,South,West South Central,"Dallas-Fort Worth-Arlington, TX ",Metro
2652,48259,Kendall County,Texas,TX,South,West South Central,"San Antonio-New Braunfels, TX ",Metro
2653,48261,Kenedy County,Texas,TX,South,West South Central,"Kingsville, TX ",Micro
2654,48263,Kent County,Texas,TX,South,West South Central,,Rural
2655,48265,Kerr County,Texas,TX,South,West South Central,"Kerrville, TX ",Micro
2656,48267,Kimble County,Texas,TX,South,West South Central,,Rural
2657,48269,King County,Texas,TX,South,West South Central,,Rural
2658,48271,Kinney County,Texas,TX,South,West South Central,,Rural
2659,48273,Kleberg County,Texas,TX,South,West South Central,"Kingsville, TX ",Micro
2660,48275,Knox County,Texas,TX,South,West South Central,,Rural
2661,48277,Lamar County,Texas,TX,South,West South Central,"Paris, TX ",Micro
2662,48279,Lamb County,Texas,TX,South,West South Central,,Rural
2663,48281,Lampasas County,Texas,TX,South,West South Central,"Killeen-Temple, TX ",Metro
2664,48283,La Salle County,Texas,TX,South,West South Central,,Rural
2665,48285,Lavaca County,Texas,TX,South,West South Central,,Rural
2666,48287,Lee County,Texas,TX,South,West South Central,,Rural
2667,48289,Leon County,Texas,TX,South,West South Central,,Rural
2668,48291,Liberty County,Texas,TX,South,West South Central,"Houston-The Woodlands-Sugar Land, TX ",Metro
2669,48293,Limestone County,Texas,TX,South,West South Central,,Rural
